year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,country
2014,413,3,1,69,1644,1,0,0,3,74,0,52,52,35,98125,0
2014,786,4,2,350,2038,2,0,2,3,350,0,101,0,1,98001,0
2014,866,5,3,461,2517,2,0,3,3,452,0,95,0,3,98006,0
2014,801,3,2,202,580,1,0,0,3,55,112,29,0,35,98126,0
2014,660,3,2,141,1175,1,0,0,3,145,0,48,38,35,98125,0
2014,462,2,1,19,1062,1,0,0,3,20,0,42,43,35,98117,0
2014,717,4,1,173,643,1,0,0,1,175,0,1,0,35,98112,0
2014,1297,4,2,309,2080,2,0,0,3,309,0,97,0,33,98075,0
2014,810,4,2,207,1851,1,0,0,5,94,82,65,0,36,98133,0
2014,1382,4,2,363,951,2,0,0,3,362,0,101,0,33,98074,0
2014,1117,4,2,207,420,1,0,0,5,167,31,27,0,35,98115,0
2014,1331,3,1,254,2398,1,0,1,3,82,129,49,17,23,98040,0
2014,964,5,2,269,2919,2,0,0,4,268,0,78,44,16,98027,0
2014,1448,5,3,268,523,1,0,3,5,138,101,25,0,35,98144,0
2014,1386,4,2,375,1059,1,0,3,4,181,152,48,0,35,98144,0
2014,169,3,2,141,764,1,0,0,5,145,0,10,0,1,98002,0
2014,386,3,2,229,1217,2,0,0,3,229,0,94,0,1,98092,0
2014,774,4,2,236,2575,1,0,0,4,235,0,55,53,27,98045,0
2014,993,3,3,142,271,3,0,0,3,146,0,110,0,35,98103,0
2014,649,2,1,18,65,2,0,0,4,19,0,43,0,35,98102,0
2014,924,4,3,273,1620,2,0,0,3,272,0,107,0,38,98065,0
2014,215,2,1,46,10,2,0,0,3,30,17,106,0,35,98133,0
2014,836,3,2,140,292,2,0,0,3,144,0,105,0,16,98029,0
2014,690,4,2,273,589,2,0,0,3,272,0,109,0,32,98059,0
2014,989,2,1,80,262,2,0,0,3,84,0,114,0,35,98117,0
2014,453,3,2,259,1295,2,0,0,3,258,0,112,1,14,98023,0
2014,866,5,2,354,2596,1,0,0,3,140,164,65,37,8,98004,0
2014,1352,3,3,439,3010,1,0,0,3,259,155,89,0,31,98053,0
2014,1107,4,2,219,1218,2,0,0,3,218,0,84,0,33,98074,0
2014,1050,4,2,347,1733,1,0,2,5,165,146,66,0,32,98057,0
2014,866,4,3,445,2058,2,0,0,3,438,0,106,0,19,98033,0
2014,903,3,1,185,1411,1,0,3,5,103,65,76,0,32,98057,0
2014,811,5,2,181,1316,1,0,0,3,183,0,57,44,36,98177,0
2014,866,5,4,511,1779,1,0,1,5,343,177,5,0,35,98112,0
2014,1552,0,0,339,649,3,0,2,3,339,0,90,53,35,98102,0
2014,407,2,1,44,843,1,0,0,4,48,0,8,0,35,98118,0
2014,1460,4,2,260,2893,1,0,0,4,259,0,57,45,3,98007,0
2014,1359,4,2,333,930,2,0,0,3,333,0,105,0,31,98052,0
2014,1211,3,2,260,1043,1,0,2,4,103,118,52,0,35,98136,0
2014,489,3,2,205,2125,1,0,0,3,205,0,102,0,12,98022,0
2014,1430,4,3,440,1132,2,0,0,3,434,0,105,0,33,98075,0
2014,377,4,2,264,1467,2,0,0,3,263,0,101,0,1,98092,0
2014,1052,5,2,202,902,2,0,0,3,202,0,3,49,35,98105,0
2014,660,3,1,92,2456,1,0,0,3,40,45,84,0,33,98074,0
2014,913,3,1,135,2572,1,0,0,4,140,0,67,0,19,98034,0
2014,63,2,1,29,2006,1,0,0,4,32,0,65,0,32,98055,0
2014,118,4,1,74,1327,1,0,0,3,78,0,68,41,1,98092,0
2014,762,3,1,54,842,1,0,0,4,41,12,47,32,35,98115,0
2014,1062,3,2,178,173,2,0,0,3,128,39,107,0,35,98199,0
2014,598,3,1,165,902,1,0,0,5,40,98,50,0,36,98155,0
2014,1454,3,2,202,1611,1,0,0,4,202,0,66,0,19,98033,0
2014,173,3,1,171,1848,1,0,0,4,125,35,85,0,18,98030,0
2014,845,3,2,81,60,3,0,2,3,85,0,105,0,35,98103,0
2014,1045,2,1,124,499,1,0,0,3,93,20,35,20,35,98199,0
2014,513,4,2,236,609,1,0,0,4,96,105,4,0,35,98144,0
2014,249,4,1,120,1293,2,0,0,3,123,0,66,13,10,98198,0
2014,1086,5,2,310,610,1,0,0,3,117,146,67,55,35,98117,0
2014,118,4,1,65,1370,1,0,0,4,69,0,70,0,14,98023,0
2014,866,4,2,354,1276,1,0,1,5,175,143,48,29,35,98115,0
2014,989,3,1,124,702,1,0,0,3,126,0,9,48,35,98105,0
2014,365,3,2,185,1276,2,0,0,3,187,0,88,44,1,98092,0
2014,750,3,1,75,856,1,0,0,4,79,0,10,0,35,98136,0
2014,1242,4,2,363,2697,2,0,0,3,362,0,96,0,31,98053,0
2014,1366,3,2,253,2537,1,0,1,5,125,101,79,0,19,98034,0
2014,762,5,1,260,1094,1,0,0,5,96,121,11,28,35,98108,0
2014,641,3,1,72,2174,1,0,0,4,76,0,48,0,35,98177,0
2014,1250,3,2,177,1005,1,0,0,5,111,53,42,0,35,98105,0
2014,547,3,3,143,220,2,0,0,3,97,32,108,0,35,98133,0
2014,1420,4,2,212,2172,2,0,0,4,211,0,72,0,23,98040,0
2014,1121,2,1,110,337,1,0,0,3,92,11,29,0,35,98112,0
2014,866,4,2,534,2895,2,0,4,3,459,152,91,0,33,98074,0
2014,462,4,2,178,1737,1,0,0,4,180,0,63,0,32,98059,0
2014,1299,3,1,210,2113,1,0,0,4,209,0,61,45,23,98040,0
2014,768,2,1,140,444,1,0,0,4,39,79,40,45,35,98107,0
2014,859,4,2,261,2783,2,0,0,3,260,0,89,0,1,98092,0
2014,872,4,2,282,2749,1,0,0,4,281,0,86,0,1,98092,0
2014,894,5,2,329,1254,2,0,0,3,329,0,96,0,32,98059,0
2014,955,3,2,211,1856,2,0,0,3,210,0,88,44,5,98011,0
2014,1199,3,2,200,1011,1,0,3,3,159,33,56,45,35,98116,0
2014,394,5,3,175,702,1,0,0,3,65,83,97,0,35,98106,0
2014,1406,3,3,304,2251,2,1,4,4,140,128,77,0,10,98198,0
2014,866,4,2,330,1276,2,0,0,3,330,0,37,38,35,98105,0
2014,887,4,2,214,1197,2,0,0,3,213,0,103,0,35,98133,0
2014,887,3,2,160,1746,1,0,0,4,164,0,55,53,26,98166,0
2014,750,3,1,151,1037,1,0,0,4,78,55,26,37,35,98133,0
2014,304,1,0,2,1070,1,0,0,3,2,0,22,52,35,98108,0
2014,1546,4,2,362,2798,2,0,0,3,361,0,89,0,3,98006,0
2014,1529,4,2,246,2067,2,0,0,3,245,0,103,0,3,98004,0
2014,208,4,2,161,880,2,0,0,3,165,0,103,0,21,98038,0
2014,346,4,2,223,1563,1,0,0,3,123,77,90,53,1,98092,0
2014,1021,3,2,151,527,2,0,0,3,155,0,104,47,16,98029,0
2014,1172,4,2,294,648,1,0,0,4,118,133,19,29,35,98115,0
2014,1181,3,3,242,334,2,0,0,5,215,18,25,0,35,98103,0
2014,568,2,1,77,2511,1,0,0,4,81,0,47,32,19,98033,0
2014,512,3,1,55,1793,1,0,0,3,58,0,66,13,31,98052,0
2014,144,2,1,38,1884,1,0,0,3,41,0,57,44,32,98058,0
2014,1019,4,1,175,464,1,0,0,4,63,84,44,0,35,98107,0
2014,1079,4,1,174,748,2,0,0,4,78,72,37,0,35,98115,0
2014,1090,3,2,118,785,2,0,0,4,121,0,14,5,35,98122,0
2014,407,3,2,175,1128,2,0,0,3,177,0,93,0,18,98031,0
2014,725,4,1,176,902,1,0,0,4,67,83,47,32,35,98125,0
2014,750,3,2,129,1242,1,0,0,5,55,58,72,0,19,98034,0
2014,398,2,1,57,84,2,0,0,3,60,0,99,0,35,98103,0
2014,866,5,4,479,2389,2,0,0,3,468,0,106,0,31,98052,0
2014,366,3,3,117,94,2,0,0,3,76,30,108,0,35,98108,0
2014,1213,3,2,275,419,2,0,0,3,274,0,107,0,16,98029,0
2014,473,2,2,70,42,2,0,0,3,75,0,109,0,16,98027,0
2014,1394,5,3,239,696,2,0,0,5,157,65,26,0,35,98103,0
2014,1068,4,3,257,1812,2,0,0,5,256,0,61,0,19,98034,0
2014,1434,4,2,453,2636,2,0,0,3,446,0,97,0,33,98074,0
2014,118,2,1,111,845,1,0,0,4,115,0,78,44,10,98198,0
2014,115,3,1,93,2087,1,0,0,4,96,0,78,44,18,98030,0
2014,1558,6,3,333,568,2,0,0,3,192,110,114,0,35,98103,0
2014,316,3,1,171,1603,1,0,0,3,42,101,5,58,35,98118,0
2014,160,2,1,40,1289,1,0,0,3,43,0,86,0,34,98168,0
2014,1416,4,2,449,3014,2,0,0,3,442,0,102,0,27,98045,0
2014,513,3,1,169,1796,1,0,0,3,82,64,76,0,20,98155,0
2014,371,3,1,85,1488,1,0,0,4,89,0,47,32,36,98155,0
2014,568,2,1,37,609,1,0,0,3,40,0,51,38,35,98117,0
2014,1383,3,1,186,2331,1,0,2,4,94,71,52,0,3,98008,0
2014,750,4,2,193,1299,1,0,0,3,81,84,74,0,19,98034,0
2014,1527,4,2,299,661,2,0,0,3,186,84,5,49,35,98103,0
2014,1344,4,2,347,2070,1,0,1,3,183,129,39,16,35,98199,0
2014,866,5,2,460,870,2,0,0,4,319,138,6,34,35,98112,0
2014,173,3,1,177,1589,1,0,0,3,46,104,80,0,34,98168,0
2014,899,3,1,170,337,1,0,0,3,114,41,26,47,35,98103,0
2014,1122,5,2,369,2657,2,0,0,4,219,122,75,0,42,98072,0
2014,366,4,2,292,2060,1,0,0,4,132,123,66,0,18,98030,0
2014,112,3,1,86,1038,1,0,0,5,90,0,76,0,14,98023,0
2014,734,3,1,123,1485,1,0,0,3,125,0,97,0,19,98034,0
2014,1240,4,2,406,2912,1,0,0,4,401,0,78,44,42,98077,0
2014,41,3,1,84,1007,1,0,0,3,88,0,44,0,35,98178,0
2014,784,4,2,281,2847,2,0,0,3,280,0,79,58,18,98042,0
2014,496,2,1,165,2688,1,0,0,5,84,61,87,0,1,98092,0
2014,1062,3,1,174,322,1,0,0,4,136,30,27,0,35,98107,0
2014,596,4,2,272,997,2,0,0,3,176,72,100,0,32,98055,0
2014,219,4,2,180,1614,1,0,0,3,68,86,81,57,1,98001,0
2014,1454,4,2,301,2330,2,0,0,3,300,0,74,0,23,98040,0
2014,568,4,2,224,774,2,0,0,3,223,0,101,0,32,98059,0
2014,565,3,1,142,1908,1,0,0,4,65,60,61,45,35,98125,0
2014,1450,4,2,408,2940,2,0,0,3,403,0,99,0,33,98074,0
2014,1485,4,2,419,2784,2,0,0,3,414,0,89,0,31,98053,0
2014,1111,3,1,244,2612,1,0,0,4,168,60,78,44,33,98074,0
2014,374,3,1,75,756,1,0,0,4,10,65,83,0,35,98106,0
2014,1072,4,2,193,1411,2,0,0,4,194,0,89,0,16,98029,0
2014,859,3,2,132,925,2,0,0,3,136,0,85,0,16,98029,0
2014,129,2,1,18,1174,1,0,0,3,19,0,43,46,35,98178,0
2014,725,3,2,178,714,1,0,0,3,180,0,71,0,33,98074,0
2014,430,4,2,175,1409,2,0,0,3,177,0,100,0,21,98038,0
2014,1419,2,2,233,3085,2,0,0,3,232,0,90,53,41,98070,0
2014,1504,5,2,343,1922,1,0,2,4,149,151,73,0,23,98040,0
2014,1464,5,2,244,487,2,0,0,3,243,0,93,0,35,98112,0
2014,799,3,1,172,1099,1,0,2,5,65,80,19,4,6,98166,0
2014,432,3,2,204,1530,2,0,0,3,204,0,97,0,18,98030,0
2014,920,4,2,195,1146,1,0,0,5,53,110,58,0,35,98126,0
2014,836,3,2,132,2216,1,0,0,3,78,39,81,57,33,98074,0
2014,703,4,2,291,1401,2,0,0,3,290,0,93,0,32,98058,0
2014,1326,4,2,253,1974,1,0,4,3,154,77,58,48,6,98146,0
2014,1557,5,1,272,1057,2,0,3,4,241,20,54,23,35,98136,0
2014,20,2,1,67,2734,1,0,0,3,72,0,50,49,32,98055,0
2014,1270,5,2,356,2192,1,0,0,4,172,147,68,0,3,98007,0
2014,1052,3,2,199,618,2,0,0,3,199,0,92,0,31,98052,0
2014,608,3,2,179,668,1,0,0,4,58,91,21,0,35,98133,0
2014,265,4,1,177,2028,1,0,0,5,179,0,58,0,1,98002,0
2014,866,3,2,471,2750,1,0,4,5,267,179,82,0,36,98177,0
2014,455,3,2,57,68,2,0,0,3,20,36,105,0,35,98116,0
2014,1189,4,2,304,2882,2,0,0,4,304,0,89,0,42,98077,0
2014,1369,3,2,314,582,2,0,0,3,314,0,100,0,35,98199,0
2014,1068,3,2,229,1642,1,0,0,4,85,109,25,15,35,98116,0
2014,866,2,2,350,337,2,0,2,5,190,127,0,0,35,98109,0
2014,972,3,1,115,1174,1,0,0,3,87,20,6,58,35,98103,0
2014,954,3,1,127,386,1,0,0,3,78,35,26,47,35,98117,0
2014,1263,3,2,320,1043,2,0,0,4,181,108,0,32,35,98118,0
2014,360,3,1,72,2362,1,0,0,5,76,0,62,0,32,98059,0
2014,1010,3,1,141,1258,1,0,0,3,63,60,48,38,35,98126,0
2014,59,4,2,125,2582,1,0,0,3,54,54,20,23,40,98188,0
2014,977,5,3,402,1867,2,0,0,3,399,0,103,0,21,98038,0
2014,215,3,2,104,448,2,0,0,3,108,0,112,1,9,98042,0
2014,1366,4,3,354,372,2,0,0,3,286,58,107,0,16,98029,0
2014,1045,3,3,100,116,2,0,0,3,71,24,106,0,35,98102,0
2014,591,3,2,107,116,2,0,0,3,90,10,105,0,16,98027,0
2014,608,4,2,200,763,2,0,0,3,200,0,106,0,32,98059,0
2014,691,4,2,157,656,2,0,0,3,161,0,109,0,17,98028,0
2014,640,3,2,124,1068,1,0,0,3,60,47,72,46,19,98034,0
2014,953,3,2,180,1183,2,0,0,3,182,0,105,0,35,98125,0
2014,1450,4,2,325,2870,2,0,0,3,324,0,85,0,42,98072,0
2014,1420,5,2,321,2178,1,0,0,5,149,134,68,0,16,98027,0
2014,890,2,1,186,702,1,0,0,4,63,96,23,0,35,98144,0
2014,455,3,1,110,1653,1,0,0,3,114,0,50,49,35,98125,0
2014,1284,4,2,258,536,2,0,2,3,257,0,110,0,16,98029,0
2014,943,4,2,245,689,2,0,0,3,244,0,108,0,17,98028,0
2014,283,3,2,176,669,2,0,0,3,159,15,102,0,40,98168,0
2014,1162,3,1,214,1783,1,0,0,3,90,90,53,0,3,98004,0
2014,935,3,2,177,1456,1,0,0,4,46,104,40,45,35,98115,0
2014,1165,4,2,292,1705,2,0,0,3,291,0,90,53,16,98029,0
2014,908,5,3,254,1419,1,0,0,4,103,115,57,45,3,98008,0
2014,692,3,1,63,2214,1,0,0,4,67,0,57,45,3,98008,0
2014,901,4,2,233,2441,1,0,0,5,232,0,60,0,25,98059,0
2014,801,3,1,128,639,1,0,0,4,36,74,49,29,35,98115,0
2014,570,3,2,126,1668,1,0,0,3,128,0,77,48,5,98011,0
2014,1047,4,2,257,2712,2,0,0,3,256,0,102,0,17,98028,0
2014,522,4,2,158,1814,2,0,0,3,162,0,87,44,32,98058,0
2014,866,4,2,336,702,2,0,3,4,205,105,26,37,35,98105,0
2014,76,3,1,57,1456,1,0,0,4,60,0,57,45,1,98002,0
2014,1333,3,1,189,826,1,0,0,4,65,96,39,33,35,98105,0
2014,801,2,1,60,487,1,0,0,3,48,10,51,38,35,98116,0
2014,1397,4,1,176,1115,1,0,0,3,178,0,19,45,35,98116,0
2014,265,3,1,49,1713,1,0,0,3,52,0,69,54,32,98059,0
2014,349,3,1,161,1502,1,0,0,3,55,79,60,56,6,98148,0
2014,700,4,3,245,967,1,0,2,3,118,98,60,56,35,98118,0
2014,1004,3,3,376,3008,2,0,0,3,291,73,99,0,32,98058,0
2014,962,3,2,150,358,2,0,0,3,154,0,105,0,16,98029,0
2014,1229,2,1,135,487,1,0,0,5,35,80,18,0,35,98112,0
2014,953,4,2,200,996,2,0,0,3,200,0,88,44,16,98029,0
2014,529,2,1,75,49,2,0,0,3,79,0,114,0,16,98029,0
2014,366,5,3,181,994,1,0,0,3,78,79,107,0,35,98168,0
2014,371,4,2,166,1632,1,0,0,2,67,75,67,0,32,98058,0
2014,608,4,1,149,512,1,0,0,4,37,87,84,0,35,98144,0
2014,690,4,2,165,334,1,0,0,4,52,85,23,0,35,98115,0
2014,1494,4,3,363,1044,2,0,0,3,362,0,107,0,3,98006,0
2014,1364,4,2,470,3037,2,0,0,3,460,0,104,47,30,98051,0
2014,389,3,1,67,1812,1,0,0,3,72,0,79,58,27,98045,0
2014,173,2,1,35,225,2,0,0,3,38,0,99,0,35,98133,0
2014,1191,3,1,153,1456,2,0,0,3,157,0,7,27,35,98107,0
2014,825,3,1,124,1419,1,0,0,4,126,0,56,0,3,98007,0
2014,581,4,2,80,337,1,0,0,3,56,20,8,32,35,98122,0
2014,679,4,2,132,1808,1,0,0,3,136,0,53,0,19,98033,0
2014,1030,4,2,218,1344,2,0,0,3,217,0,87,44,33,98074,0
2014,1213,4,2,267,694,2,0,0,3,266,0,110,0,31,98053,0
2014,459,1,1,43,302,1,0,0,3,24,20,8,32,35,98112,0
2014,1461,4,2,335,1577,2,0,0,3,335,0,103,0,19,98033,0
2014,901,3,1,127,2058,1,0,0,5,25,82,47,0,23,98040,0
2014,762,3,1,176,2752,1,0,3,3,178,0,76,0,41,98070,0
2014,1397,4,2,309,1875,1,0,0,4,155,119,73,0,3,98006,0
2014,1552,4,4,392,1550,2,0,0,5,280,98,58,0,35,98199,0
2014,298,3,1,62,1588,1,0,0,4,65,0,57,45,35,98118,0
2014,989,3,2,181,1867,1,0,2,3,115,54,75,0,19,98034,0
2014,734,3,2,236,1792,2,0,0,3,235,0,103,0,11,98019,0
2014,1142,3,2,210,419,2,0,0,3,209,0,105,0,31,98052,0
2014,700,4,1,77,2025,1,0,0,3,81,0,65,37,3,98008,0
2014,896,3,1,157,2230,1,0,0,4,120,29,68,0,31,98052,0
2014,39,3,1,78,1439,1,0,0,4,82,0,49,29,6,98168,0
2014,1325,3,2,343,2658,2,0,0,3,343,0,102,0,33,98075,0
2014,717,3,2,170,2968,1,0,0,3,127,32,91,0,27,98045,0
2014,1134,5,2,282,1151,2,0,0,3,281,0,103,0,31,98053,0
2014,1181,6,1,171,316,1,0,0,3,58,83,0,49,35,98122,0
2014,1432,4,2,353,2397,2,0,0,3,352,0,90,53,42,98077,0
2014,941,2,1,64,249,1,0,0,3,68,0,10,50,35,98109,0
2014,825,3,1,158,1071,1,0,0,3,74,65,58,48,35,98118,0
2014,608,3,2,134,1897,2,0,0,3,138,0,100,0,41,98070,0
2014,1045,4,2,211,1815,2,0,0,3,210,0,85,0,16,98027,0
2014,139,4,2,227,1878,1,0,0,4,103,93,88,0,14,98023,0
2014,801,2,1,36,259,1,0,0,4,24,11,19,29,35,98107,0
2014,866,3,3,323,797,3,0,3,4,256,54,78,44,35,98109,0
2014,68,3,1,77,1219,1,0,0,3,81,0,73,57,1,98001,0
2014,810,3,2,287,1276,1,0,0,4,145,112,66,0,6,98166,0
2014,1001,3,1,64,277,1,0,0,4,32,31,12,33,35,98117,0
2014,1029,4,2,346,3027,2,0,0,4,346,0,81,0,18,98030,0
2014,928,4,2,156,1276,1,0,0,4,81,57,76,36,31,98052,0
2014,1459,4,3,364,792,2,0,1,3,244,102,106,0,19,98034,0
2014,576,3,1,161,855,1,0,0,4,70,68,26,37,35,98126,0
2014,608,4,2,325,718,2,0,0,3,324,0,106,0,21,98038,0
2014,199,2,1,74,677,1,0,0,3,49,22,43,46,35,98106,0
2014,581,4,2,250,902,2,0,0,3,249,0,13,5,5,98011,0
2014,1243,4,3,291,945,2,0,0,3,290,0,102,0,33,98075,0
2014,774,6,2,394,2164,1,0,0,4,324,64,48,0,35,98125,0
2014,786,2,1,90,2218,1,0,0,3,93,0,70,58,31,98052,0
2014,1162,4,2,279,529,3,0,0,5,180,75,10,0,35,98103,0
2014,587,5,2,300,1427,1,0,0,4,140,125,60,45,35,98125,0
2014,139,3,2,107,1418,1,0,0,4,111,0,40,45,40,98178,0
2014,317,4,1,184,1402,1,0,0,4,186,0,67,0,14,98023,0
2014,482,3,2,76,75,3,0,0,3,80,0,104,47,35,98125,0
2014,1471,4,1,224,1787,1,0,0,4,123,78,54,23,3,98004,0
2014,581,4,2,199,3009,1,0,0,4,199,0,73,0,21,98038,0
2014,1515,4,2,307,2571,2,0,0,3,307,0,92,0,33,98075,0
2014,468,3,1,199,902,1,0,0,3,96,75,57,44,35,98118,0
2014,866,4,2,340,2774,1,0,3,4,204,109,50,27,22,98039,0
2014,608,2,1,30,2683,1,1,3,4,33,0,28,0,41,98070,0
2014,1420,4,3,455,1149,2,0,0,3,349,107,103,0,19,98034,0
2014,722,5,2,242,589,2,0,0,3,241,0,109,0,32,98059,0
2014,940,3,2,109,114,3,0,0,3,113,0,106,0,35,98103,0
2014,1368,3,2,287,438,1,0,0,3,157,104,113,3,32,98056,0
2014,314,3,2,175,904,2,0,0,3,177,0,109,0,18,98042,0
2014,1425,4,3,383,952,2,0,0,3,381,0,114,0,33,98074,0
2014,419,3,2,74,148,3,0,0,3,78,0,105,0,35,98133,0
2014,1311,4,3,381,1885,2,0,0,3,379,0,114,0,5,98011,0
2014,821,3,2,95,80,2,0,0,3,68,23,107,0,35,98117,0
2014,881,5,2,275,1910,2,0,0,3,274,0,106,0,11,98019,0
2014,1221,4,3,312,621,3,0,0,3,312,0,108,0,35,98125,0
2014,983,4,2,283,832,2,0,0,3,282,0,114,0,32,98059,0
2014,734,3,2,186,305,3,0,0,3,188,0,107,0,35,98136,0
2014,192,3,1,85,1282,1,0,0,4,89,0,88,0,18,98031,0
2014,432,4,2,279,1150,2,0,0,3,278,0,87,44,14,98023,0
2014,1409,5,2,333,2257,2,0,0,3,333,0,94,0,31,98052,0
2014,118,1,1,40,1159,1,0,0,3,43,0,48,38,35,98133,0
2014,81,3,1,72,1128,1,0,0,4,76,0,77,0,14,98023,0
2014,1019,5,1,151,1703,1,0,0,4,94,40,26,37,35,98126,0
2014,286,3,2,99,1267,1,0,0,3,104,0,89,0,1,98001,0
2014,173,3,1,73,1210,1,0,0,4,77,0,68,0,1,98092,0
2014,249,3,2,174,890,1,0,0,3,88,65,86,0,18,98030,0
2014,1437,5,3,346,660,2,0,0,3,274,61,114,0,3,98006,0
2014,831,2,1,37,726,1,0,0,4,40,0,9,33,35,98117,0
2014,660,3,1,175,1246,1,0,0,3,121,41,68,41,20,98155,0
2014,1440,4,4,333,680,2,0,3,4,183,116,51,40,35,98115,0
2014,836,3,2,233,856,1,0,1,4,72,122,85,0,35,98116,0
2014,898,3,2,327,2630,2,0,0,3,327,0,98,50,32,98059,0
2014,611,2,2,139,364,2,0,0,3,143,0,108,0,38,98065,0
2014,792,4,1,128,337,1,0,0,3,99,20,18,0,35,98105,0
2014,998,3,1,227,2984,2,0,0,5,226,0,76,0,41,98070,0
2014,1099,3,2,311,1032,2,0,0,3,311,0,89,0,42,98072,0
2014,708,3,2,318,2626,2,0,0,3,317,0,100,0,34,98188,0
2014,967,4,2,189,894,2,0,0,3,190,0,91,0,16,98029,0
2014,206,3,1,98,1626,1,0,0,3,103,0,82,0,9,98042,0
2014,215,2,1,59,136,2,0,0,3,62,0,83,53,19,98034,0
2014,111,4,1,156,1753,1,0,0,3,76,61,78,0,14,98023,0
2014,725,3,2,155,1681,1,0,0,3,103,37,78,0,16,98027,0
2014,215,4,2,165,1456,2,0,0,3,168,0,98,50,21,98038,0
2014,253,3,1,111,2281,1,0,2,3,63,36,58,48,40,98168,0
2014,992,4,1,153,320,1,0,0,4,78,57,26,37,35,98115,0
2014,594,5,3,307,1235,2,0,0,3,307,0,95,0,35,98106,0
2014,1291,3,2,236,905,1,0,0,3,235,0,105,0,31,98053,0
2014,989,4,2,197,2151,1,0,0,4,138,47,67,0,31,98052,0
2014,486,2,1,21,950,1,0,0,3,22,0,48,38,35,98118,0
2014,866,5,6,558,2294,1,1,4,3,488,206,83,53,23,98040,0
2014,57,4,1,179,2349,1,0,0,4,81,75,66,0,34,98188,0
2014,1112,4,2,264,2285,2,0,0,3,263,0,83,53,33,98074,0
2014,1146,3,2,99,661,1,0,0,3,104,0,48,38,35,98119,0
2014,459,3,2,126,1770,1,0,0,3,88,26,93,0,32,98059,0
2014,1520,3,3,253,240,2,0,2,3,173,63,106,0,35,98109,0
2014,596,4,2,215,2830,2,0,0,3,214,0,91,0,18,98042,0
2014,690,4,2,138,1812,1,0,0,5,142,0,67,0,25,98056,0
2014,1519,4,3,283,347,2,0,0,3,202,64,101,0,35,98103,0
2014,1196,4,2,292,2795,2,0,0,5,291,0,76,0,42,98077,0
2014,253,3,1,84,2608,1,0,0,2,72,10,48,0,20,98155,0
2014,1426,4,2,348,2845,1,0,0,3,261,72,86,0,31,98052,0
2014,1097,3,2,193,2051,2,0,0,3,194,0,85,0,31,98052,0
2014,419,3,1,33,720,1,0,0,3,36,0,27,55,35,98133,0
2014,159,3,2,107,1263,1,0,0,3,111,0,83,53,32,98058,0
2014,237,3,1,150,1285,1,0,0,3,154,0,87,44,18,98030,0
2014,866,4,2,275,968,2,0,0,3,274,0,100,0,3,98004,0
2014,842,2,2,78,24,2,0,0,3,54,21,104,47,35,98112,0
2014,866,4,3,458,1858,2,0,0,3,450,0,104,47,25,98059,0
2014,829,3,2,72,107,3,0,0,3,76,0,110,0,35,98119,0
2014,97,3,1,110,1234,1,0,0,3,32,66,80,0,14,98023,0
2014,750,4,2,114,1550,1,0,0,4,117,0,62,0,19,98034,0
2014,908,3,1,219,1335,1,0,0,3,121,75,61,48,36,98177,0
2014,601,4,2,223,1147,2,0,0,3,222,0,93,0,18,98031,0
2014,281,2,1,118,1207,1,0,0,4,44,59,78,44,32,98056,0
2014,1019,3,2,242,397,1,0,1,5,75,126,71,0,35,98118,0
2014,1413,4,3,429,2548,2,0,0,3,345,79,96,0,42,98077,0
2014,843,3,2,236,621,2,0,0,3,235,0,108,0,38,98065,0
2014,652,3,1,114,1239,1,0,0,3,53,47,68,41,19,98034,0
2014,996,2,2,99,31,3,0,0,3,104,0,106,0,35,98103,0
2014,772,4,2,261,447,2,0,0,3,260,0,99,0,38,98065,0
2014,883,4,1,197,2546,1,0,0,4,198,0,75,0,19,98034,0
2014,32,4,0,111,2312,1,0,0,3,115,0,48,38,6,98166,0
2014,215,3,1,69,937,1,0,0,3,74,0,98,50,1,98002,0
2014,1274,3,1,132,456,2,0,0,3,136,0,8,32,35,98102,0
2014,810,2,2,110,153,2,0,0,3,51,46,106,0,35,98112,0
2014,810,2,2,121,2576,2,1,4,3,124,0,43,41,41,98070,0
2014,304,4,2,180,1178,1,0,0,4,101,62,88,0,18,98030,0
2014,1207,6,1,298,996,1,0,3,3,103,146,53,0,35,98146,0
2014,1192,3,2,175,446,1,0,0,5,55,90,27,0,35,98115,0
2014,1381,3,2,277,1341,2,0,0,3,276,0,88,44,3,98007,0
2014,650,3,2,214,2114,2,0,0,3,213,0,86,0,11,98019,0
2014,394,4,2,174,902,1,0,0,3,176,0,56,45,35,98125,0
2014,734,2,1,78,446,1,0,0,3,82,0,28,8,35,98115,0
2014,815,4,2,242,1109,2,0,0,3,241,0,101,0,32,98059,0
2014,866,3,2,317,1302,1,0,2,3,155,126,58,46,19,98033,0
2014,230,3,1,35,1043,1,0,0,5,38,0,45,0,35,98178,0
2014,455,3,2,336,1193,2,0,0,3,336,0,103,0,1,98092,0
2014,1004,4,1,64,1154,1,0,0,3,68,0,46,0,35,98177,0
2014,513,3,2,99,419,3,0,0,3,104,0,113,3,35,98122,0
2014,348,4,2,145,1862,2,0,0,3,149,0,94,0,18,98030,0
2014,866,3,2,267,828,2,0,0,5,266,0,5,0,35,98112,0
2014,1316,4,2,323,1994,2,0,0,4,322,0,91,0,25,98059,0
